fact_table_natural_key (txn_id),accm_txn_complete_time
17715,5/22/22 4:56 AM
17523,5/25/22 2:59 AM
27802,5/24/22 10:01 PM
17403,5/20/22 2:28 PM
23311,5/21/22 6:56 PM
14013,5/25/22 9:20 PM
21804,5/21/22 1:20 AM
15947,5/22/22 11:42 PM
20117,5/20/22 7:14 AM
28301,5/23/22 2:53 AM
11622,5/25/22 9:06 AM
27612,5/25/22 11:39 AM
18000,5/20/22 12:59 PM
18842,5/23/22 3:56 AM
19602,5/19/22 7:51 AM
24317,5/19/22 8:27 PM
26050,5/22/22 9:04 AM
28227,5/19/22 8:00 AM
23133,5/24/22 3:27 PM
15606,5/21/22 5:08 AM
20243,5/20/22 6:45 AM
12414,5/20/22 12:15 PM
28747,5/25/22 6:23 PM
18685,5/19/22 9:34 PM
22044,5/22/22 7:10 AM
19234,5/25/22 5:57 AM
16950,5/21/22 4:48 PM
14522,5/24/22 3:36 PM
23713,5/19/22 2:20 AM
22863,5/22/22 8:09 PM
22932,5/25/22 1:07 PM
21405,5/22/22 1:20 PM
16210,5/24/22 2:51 AM
14847,5/24/22 3:04 AM
25124,5/25/22 3:06 AM
19398,5/21/22 8:31 PM
13480,5/21/22 8:23 AM
15792,5/21/22 2:53 PM
21916,5/25/22 1:10 PM
22915,5/20/22 6:41 AM
16521,5/19/22 3:59 AM
16918,5/22/22 8:50 AM
21620,5/24/22 1:12 PM
25871,5/25/22 2:58 PM
23315,5/20/22 5:53 PM
23804,5/24/22 5:24 PM
20774,5/22/22 12:58 AM
20054,5/19/22 2:39 PM
23829,5/25/22 6:47 PM
28447,5/22/22 5:32 PM
20287,5/23/22 9:22 AM
11974,5/22/22 5:01 AM
26803,5/24/22 12:28 PM
11877,5/20/22 5:23 PM
27198,5/23/22 2:45 PM
15229,5/22/22 3:30 PM
24412,5/20/22 11:12 AM
23660,5/25/22 5:42 AM
22553,5/25/22 10:40 AM
27649,5/21/22 10:09 PM
11299,5/23/22 2:27 AM
29067,5/25/22 1:52 PM
13366,5/22/22 10:55 AM
25831,5/24/22 9:41 PM
14864,5/24/22 10:25 AM
22383,5/23/22 8:46 PM
23609,5/19/22 1:45 AM
13843,5/24/22 6:31 PM
16060,5/22/22 12:11 AM
25223,5/23/22 7:43 AM
18962,5/20/22 3:12 PM
21407,5/24/22 3:50 AM
27239,5/19/22 11:09 AM
12148,5/21/22 11:10 PM
18443,5/21/22 7:35 PM
16240,5/19/22 6:07 AM
17982,5/24/22 12:38 PM
27564,5/19/22 7:46 PM
27146,5/22/22 10:05 AM
19894,5/25/22 6:21 AM
19538,5/24/22 12:34 AM
23011,5/25/22 8:04 AM
22152,5/24/22 4:02 PM
20092,5/21/22 1:01 PM
19054,5/20/22 10:34 AM
27526,5/20/22 5:23 AM
29125,5/24/22 6:38 PM
22388,5/21/22 5:35 PM
23052,5/23/22 10:00 PM
29411,5/22/22 9:05 PM
18203,5/23/22 12:37 PM
24765,5/21/22 12:51 PM
13161,5/25/22 12:50 AM
23054,5/21/22 4:47 PM
13750,5/20/22 1:16 PM
16382,5/25/22 7:02 PM
15151,5/19/22 3:16 AM
25399,5/22/22 3:33 AM
19163,5/22/22 5:59 PM
23416,5/19/22 10:12 AM
24786,5/20/22 4:59 AM
14759,5/24/22 10:40 AM
12436,5/21/22 4:35 AM
18654,5/24/22 3:42 AM
21979,5/24/22 12:55 AM
17406,5/23/22 8:49 PM
21630,5/20/22 7:21 PM
25397,5/22/22 10:24 PM
19978,5/20/22 5:36 PM
17905,5/19/22 2:10 PM
14414,5/24/22 11:20 PM
16922,5/25/22 2:01 AM
28485,5/22/22 2:53 PM
14290,5/21/22 6:55 AM
19733,5/24/22 12:54 AM
18236,5/20/22 10:41 PM
17701,5/23/22 12:35 AM
17967,5/21/22 12:10 PM
18815,5/20/22 4:51 AM
19957,5/20/22 6:26 AM
13168,5/24/22 4:54 AM
27516,5/19/22 9:28 AM
23530,5/20/22 6:33 PM
13713,5/19/22 8:46 AM
15465,5/20/22 3:39 PM
16721,5/22/22 9:01 PM
12756,5/24/22 12:15 PM
26919,5/23/22 8:02 PM
21871,5/25/22 1:50 PM
26423,5/22/22 3:53 AM
23353,5/19/22 1:20 AM
16617,5/21/22 9:50 AM
21479,5/25/22 12:46 PM
28896,5/20/22 4:32 AM
17484,5/19/22 8:16 AM
13955,5/22/22 9:29 PM
15498,5/19/22 10:26 AM
26067,5/24/22 1:36 PM
21191,5/19/22 9:14 PM
15476,5/24/22 10:28 PM
14134,5/24/22 1:50 PM
26555,5/21/22 3:23 AM
24978,5/23/22 1:35 PM
24163,5/23/22 6:58 PM
13596,5/22/22 10:18 PM
19183,5/25/22 7:36 PM
20926,5/23/22 4:09 AM
27317,5/24/22 10:55 AM
19858,5/20/22 11:45 PM
27999,5/23/22 1:52 AM
20973,5/20/22 12:13 PM
17453,5/22/22 6:45 AM
11289,5/21/22 12:46 AM
12993,5/21/22 7:51 AM
29182,5/23/22 11:00 AM
27424,5/20/22 6:02 AM
20149,5/22/22 7:12 AM
15162,5/21/22 2:56 AM
13785,5/20/22 8:34 PM
18190,5/20/22 11:25 PM
21725,5/20/22 4:07 AM
16859,5/25/22 6:02 AM
21739,5/24/22 6:06 PM
22779,5/20/22 6:15 PM
24986,5/24/22 1:23 AM
23210,5/25/22 7:29 AM
26935,5/21/22 5:58 AM
22213,5/24/22 1:27 AM
26425,5/23/22 5:13 PM
26886,5/19/22 7:33 AM
22055,5/20/22 2:30 PM
28012,5/25/22 10:44 PM
24505,5/21/22 10:29 PM
13032,5/21/22 5:01 AM
16453,5/21/22 4:39 AM
29351,5/25/22 12:04 AM
11311,5/19/22 3:24 PM
15294,5/21/22 4:41 PM
13511,5/20/22 6:08 PM
28833,5/19/22 2:16 PM
13631,5/19/22 12:04 AM
17005,5/22/22 6:36 AM
14611,5/23/22 8:02 PM
26390,5/19/22 7:59 AM
23258,5/19/22 12:45 PM
20565,5/21/22 12:55 PM
20498,5/21/22 9:33 PM
15944,5/19/22 6:42 AM
12151,5/25/22 5:13 PM
21286,5/20/22 3:03 PM
13287,5/25/22 9:59 PM
12781,5/21/22 1:26 PM
17671,5/19/22 3:42 AM
24631,5/23/22 6:33 PM
20282,5/22/22 2:48 PM
19759,5/23/22 9:39 AM
13211,5/24/22 6:45 AM
17359,5/22/22 1:03 AM
25620,5/19/22 7:33 AM
18257,5/21/22 8:11 PM
25624,5/20/22 9:05 AM
27494,5/24/22 3:34 PM
15539,5/21/22 7:37 PM
15537,5/19/22 5:04 PM
23367,5/19/22 6:52 PM
26962,5/20/22 9:39 AM
18851,5/21/22 5:47 PM
20922,5/22/22 4:17 AM
15946,5/22/22 2:15 AM
20686,5/19/22 7:34 PM
18076,5/20/22 2:07 AM
15320,5/19/22 3:45 AM
18394,5/24/22 3:04 PM
22527,5/23/22 4:15 AM
25375,5/21/22 6:41 AM
15461,5/23/22 7:38 PM
21999,5/24/22 8:34 PM
21243,5/21/22 1:39 PM
19266,5/24/22 8:51 AM
13228,5/25/22 4:25 PM
21471,5/23/22 12:46 PM
20648,5/19/22 5:13 PM
28958,5/19/22 10:16 AM
28856,5/24/22 9:56 PM
18166,5/25/22 12:57 PM
17458,5/24/22 3:44 AM
28916,5/19/22 5:58 AM
28324,5/21/22 7:50 AM
27636,5/25/22 11:55 AM
23075,5/25/22 10:00 PM
23361,5/25/22 6:46 AM
24454,5/24/22 11:41 AM
11887,5/21/22 12:03 PM
25995,5/25/22 8:59 AM
25454,5/20/22 1:34 PM
20657,5/24/22 6:11 AM
26303,5/23/22 10:39 PM
25973,5/23/22 2:37 AM
27762,5/24/22 6:45 PM
20248,5/21/22 2:12 PM
16890,5/21/22 2:46 AM
23289,5/19/22 8:16 AM
21644,5/23/22 7:39 PM
11084,5/21/22 9:41 AM
22171,5/21/22 9:26 PM
16815,5/23/22 1:12 PM
18264,5/24/22 10:07 AM
21208,5/23/22 5:53 PM
20232,5/20/22 7:24 PM
12985,5/23/22 9:27 AM
11083,5/19/22 5:18 AM
24093,5/23/22 7:27 AM
13336,5/23/22 7:05 PM
16896,5/23/22 1:25 AM
19162,5/23/22 9:39 PM
21651,5/23/22 1:58 PM
27778,5/21/22 8:13 AM
27647,5/23/22 2:09 PM
12885,5/20/22 1:45 PM
15721,5/24/22 6:17 AM
29215,5/25/22 10:40 PM
17321,5/22/22 6:50 PM
19187,5/20/22 4:19 PM
25386,5/25/22 9:16 AM
28336,5/23/22 9:51 AM
25993,5/25/22 10:17 PM
18049,5/20/22 4:02 PM
13728,5/20/22 9:52 AM
14921,5/23/22 12:11 PM
16703,5/22/22 7:03 PM
25173,5/21/22 10:09 PM
21795,5/22/22 4:01 PM
29082,5/21/22 4:26 AM
19990,5/21/22 10:46 AM
28836,5/19/22 10:01 PM
18944,5/24/22 8:15 AM
21493,5/21/22 10:02 AM
24364,5/20/22 1:48 AM
23870,5/22/22 11:38 PM
28261,5/22/22 12:04 AM
21221,5/25/22 2:08 AM
18400,5/25/22 6:51 PM
26896,5/20/22 4:08 PM
21817,5/24/22 8:10 AM
13291,5/19/22 7:27 AM
17425,5/25/22 5:52 AM
11525,5/25/22 6:57 AM
22732,5/23/22 10:33 AM
14499,5/21/22 12:44 AM
25417,5/20/22 10:52 AM
15671,5/21/22 4:20 AM
20766,5/20/22 3:22 PM
22921,5/24/22 1:22 PM
14510,5/23/22 10:05 AM
14852,5/25/22 1:55 AM
19258,5/23/22 10:41 PM
16320,5/24/22 1:09 AM
22692,5/21/22 10:16 PM
20161,5/23/22 12:10 AM
29414,5/19/22 2:29 PM
27954,5/19/22 7:07 AM
22417,5/25/22 1:15 PM
18634,5/25/22 4:09 AM
19908,5/25/22 7:20 AM
12182,5/24/22 8:23 PM
14663,5/21/22 3:09 PM
23121,5/19/22 12:38 PM
22353,5/25/22 5:10 AM
15196,5/23/22 12:59 PM
14052,5/21/22 8:55 PM
17332,5/25/22 4:57 PM
14326,5/20/22 6:49 PM
28359,5/21/22 4:54 PM
24601,5/24/22 5:10 PM
17568,5/23/22 8:31 PM
22035,5/21/22 9:16 PM
23997,5/24/22 3:04 PM
19757,5/21/22 10:09 PM
12012,5/19/22 6:19 AM
27891,5/22/22 12:07 AM
16852,5/23/22 6:38 PM
18383,5/19/22 2:57 AM
23101,5/20/22 6:10 AM
12122,5/23/22 4:40 AM
28952,5/21/22 9:46 AM
26308,5/22/22 2:01 AM
27619,5/21/22 9:31 AM
15223,5/25/22 5:12 PM
15973,5/24/22 2:29 PM
27555,5/21/22 3:14 PM
19424,5/19/22 2:52 PM
27450,5/23/22 8:59 AM
17459,5/24/22 10:43 AM
14269,5/24/22 11:38 AM
23336,5/22/22 2:17 AM
18386,5/21/22 7:30 PM
18990,5/22/22 12:53 PM
13219,5/25/22 3:17 AM
26179,5/22/22 12:37 PM
11194,5/21/22 6:18 AM
23187,5/20/22 3:21 AM
12928,5/22/22 6:28 AM
19515,5/24/22 2:17 PM
17841,5/21/22 9:59 AM
23769,5/19/22 11:39 PM
27086,5/19/22 7:23 AM
23550,5/22/22 9:17 PM
26730,5/20/22 1:52 PM
26914,5/23/22 9:39 AM
26729,5/25/22 11:51 AM
27731,5/24/22 10:09 PM
17139,5/23/22 3:15 AM
18988,5/19/22 11:37 AM
28087,5/23/22 8:12 PM
20993,5/21/22 1:10 PM
12066,5/20/22 8:34 AM
16016,5/25/22 6:37 AM
19926,5/21/22 11:27 AM
15413,5/25/22 3:39 AM
13509,5/25/22 11:48 PM
12959,5/22/22 10:12 AM
22824,5/24/22 3:18 PM
24793,5/21/22 6:29 PM
18813,5/22/22 7:54 PM
16846,5/24/22 12:28 PM
11572,5/23/22 9:25 PM
26394,5/23/22 12:36 AM
11024,5/24/22 5:26 AM
17374,5/25/22 9:52 AM
19277,5/22/22 3:55 AM
20858,5/22/22 3:42 AM
13589,5/21/22 5:52 PM
15477,5/21/22 1:58 PM
14204,5/22/22 7:41 PM
26645,5/22/22 12:47 PM
28214,5/21/22 5:02 PM
20345,5/20/22 4:28 AM
13450,5/22/22 1:59 PM
14402,5/24/22 7:24 AM
28990,5/23/22 11:31 PM
13352,5/23/22 12:06 AM
27329,5/21/22 7:13 AM
21449,5/24/22 9:22 PM
25546,5/19/22 8:07 PM
15322,5/19/22 4:32 AM
26336,5/24/22 11:30 PM
24919,5/25/22 5:33 PM
24243,5/19/22 12:59 AM
17138,5/22/22 4:35 AM
26488,5/23/22 5:08 AM
24581,5/25/22 11:44 PM
22846,5/22/22 7:54 PM
27525,5/20/22 11:44 AM
21203,5/22/22 3:59 PM
15165,5/21/22 5:41 AM
26192,5/20/22 12:38 AM
13389,5/21/22 7:08 AM
28914,5/21/22 8:41 PM
22902,5/19/22 10:16 AM
20208,5/25/22 4:48 PM
22288,5/23/22 7:12 AM
15997,5/24/22 2:39 PM
25337,5/20/22 11:03 AM
13973,5/20/22 1:03 PM
14664,5/23/22 2:51 PM
15180,5/25/22 8:48 AM
11524,5/20/22 5:36 AM
23114,5/20/22 1:26 AM
15434,5/22/22 4:11 AM
26155,5/22/22 10:21 PM
18825,5/24/22 7:32 PM
21742,5/24/22 2:18 PM
28523,5/24/22 11:56 AM
21783,5/21/22 12:47 AM
15329,5/20/22 4:29 PM
17471,5/19/22 6:50 PM
28208,5/20/22 8:33 PM
28206,5/19/22 7:54 AM
28656,5/21/22 4:01 PM
16625,5/19/22 1:45 AM
27895,5/23/22 9:57 AM
11517,5/23/22 7:05 AM
14020,5/23/22 6:11 AM
26783,5/23/22 7:35 AM
28996,5/21/22 11:17 PM
11951,5/21/22 3:27 PM
24989,5/21/22 9:13 AM
15235,5/25/22 3:51 PM
29271,5/25/22 2:11 AM
22371,5/24/22 11:53 PM
28552,5/25/22 4:34 AM
15323,5/23/22 3:31 AM
20027,5/22/22 9:09 PM
14397,5/19/22 4:22 AM
21975,5/25/22 3:39 PM
28222,5/20/22 5:03 PM
21845,5/22/22 4:18 AM
19359,5/20/22 2:07 AM
11278,5/22/22 9:10 AM
16878,5/24/22 5:04 PM
22007,5/22/22 10:21 AM
14089,5/24/22 8:34 PM
11475,5/25/22 10:31 AM
26599,5/19/22 1:50 AM
20256,5/24/22 7:00 PM
29222,5/20/22 12:12 PM
22704,5/19/22 8:13 AM
28334,5/23/22 8:51 AM
16720,5/24/22 3:39 AM
27027,5/24/22 1:53 PM
12049,5/25/22 9:26 PM
12611,5/23/22 8:09 PM
26982,5/21/22 10:30 AM
26104,5/24/22 11:41 PM
15917,5/20/22 3:52 PM
17214,5/22/22 12:33 PM
23063,5/25/22 11:10 AM
25930,5/23/22 9:56 AM
16353,5/22/22 10:07 AM
23337,5/21/22 9:21 AM
14323,5/24/22 8:05 PM
25204,5/22/22 1:17 AM
24711,5/21/22 6:03 PM
25054,5/25/22 2:03 PM
27124,5/25/22 11:54 AM
22720,5/25/22 6:51 AM
19608,5/22/22 7:22 PM
23662,5/23/22 6:04 PM
18571,5/22/22 9:45 PM
27640,5/23/22 6:39 PM
25665,5/21/22 11:21 PM
27118,5/22/22 4:20 PM
19182,5/25/22 8:21 PM
27046,5/25/22 4:16 AM
22203,5/22/22 4:24 AM
13110,5/25/22 3:42 PM
20349,5/23/22 12:29 AM
11792,5/25/22 8:31 AM
14225,5/19/22 6:25 PM
20050,5/23/22 2:47 AM
24065,5/23/22 7:20 AM
16126,5/21/22 4:34 AM
28278,5/22/22 3:37 PM
18411,5/25/22 3:02 AM
21179,5/21/22 10:42 AM
29150,5/21/22 5:00 AM
25532,5/24/22 4:20 PM
20819,5/25/22 1:00 AM
14067,5/24/22 6:03 AM
16753,5/23/22 2:20 PM
19953,5/21/22 5:02 AM
24303,5/23/22 8:51 AM
20031,5/25/22 10:13 AM
23415,5/21/22 10:56 AM
12009,5/25/22 10:21 AM
25959,5/24/22 3:52 PM
22725,5/25/22 4:30 AM
14915,5/20/22 10:38 AM
21307,5/20/22 12:34 AM
22636,5/20/22 5:30 AM
18929,5/21/22 2:16 AM
28777,5/21/22 8:18 PM
20044,5/21/22 5:14 AM
11547,5/24/22 9:45 AM
27159,5/19/22 12:58 PM
15002,5/20/22 4:37 AM
28910,5/24/22 10:18 AM
25321,5/25/22 11:43 AM
25320,5/22/22 6:04 AM
26926,5/25/22 12:53 PM
19465,5/21/22 7:19 PM
13550,5/24/22 12:11 AM
25520,5/20/22 2:53 PM
23901,5/21/22 10:57 AM
11554,5/23/22 12:23 AM
28545,5/25/22 5:03 PM
20793,5/20/22 7:27 PM
11248,5/20/22 4:51 PM
26941,5/19/22 2:34 AM
22697,5/23/22 10:35 PM
15085,5/23/22 3:34 PM
22676,5/25/22 1:34 PM
21063,5/24/22 7:17 AM
25535,5/24/22 12:33 AM
19292,5/25/22 3:01 PM
27135,5/19/22 11:59 PM
28724,5/24/22 7:40 PM
24790,5/19/22 8:54 PM
24096,5/20/22 1:41 PM
17211,5/21/22 9:00 AM
11545,5/25/22 7:28 PM
14173,5/19/22 1:21 AM
16295,5/20/22 8:03 AM
16664,5/23/22 4:10 PM
23332,5/22/22 9:32 PM
14743,5/20/22 10:14 AM
19305,5/21/22 11:45 AM
15442,5/19/22 5:52 PM
16505,5/25/22 11:20 AM
28923,5/24/22 8:39 PM
15829,5/19/22 6:59 PM
16840,5/25/22 6:14 AM
26149,5/20/22 3:04 AM
29247,5/19/22 10:08 PM
15112,5/22/22 5:24 PM
17011,5/22/22 4:49 PM
12419,5/24/22 12:43 AM
11061,5/23/22 8:12 AM
20746,5/23/22 8:26 AM
26288,5/21/22 6:46 PM
13332,5/22/22 3:39 PM
14508,5/22/22 10:15 PM
24701,5/23/22 2:33 AM
26595,5/24/22 2:34 AM
26080,5/24/22 1:56 AM
11236,5/20/22 6:20 PM
11055,5/23/22 4:36 PM
13565,5/21/22 9:14 PM
22201,5/22/22 6:33 AM
24361,5/21/22 6:42 AM
24552,5/21/22 10:42 PM
28048,5/24/22 5:00 AM
15435,5/21/22 4:19 PM
17135,5/21/22 5:50 AM
13999,5/23/22 4:43 AM
17914,5/23/22 5:23 PM
18359,5/19/22 4:23 AM
27376,5/23/22 2:42 AM
24152,5/25/22 4:30 AM
12202,5/22/22 2:23 PM
22515,5/24/22 10:50 PM
15086,5/23/22 2:12 AM
16259,5/19/22 2:22 PM
27864,5/19/22 8:08 PM
17499,5/25/22 5:29 PM
20134,5/19/22 5:36 AM
12522,5/22/22 2:08 AM
28391,5/23/22 10:23 AM
16545,5/21/22 5:22 PM
11437,5/23/22 8:19 AM
21146,5/19/22 3:13 AM
28267,5/25/22 2:56 PM
24469,5/23/22 2:32 PM
23536,5/19/22 6:34 PM
13965,5/20/22 5:47 PM
27559,5/24/22 8:39 PM
11516,5/22/22 5:35 AM
22181,5/19/22 7:43 PM
22328,5/20/22 12:33 AM
15033,5/23/22 10:53 AM
29011,5/25/22 10:14 AM
21545,5/19/22 8:19 AM
11295,5/22/22 5:56 PM
14535,5/22/22 6:47 AM
28989,5/20/22 12:42 PM
22083,5/20/22 10:32 PM
20342,5/20/22 1:05 PM
18274,5/19/22 8:02 AM
22884,5/25/22 1:28 PM
14575,5/19/22 6:13 AM
20619,5/20/22 12:45 PM
22363,5/22/22 2:59 PM
12047,5/23/22 12:42 AM
17730,5/22/22 8:56 PM
13519,5/23/22 2:20 AM
13941,5/25/22 6:27 AM
23454,5/24/22 2:18 PM
11185,5/21/22 1:23 PM
22773,5/20/22 2:52 AM
20532,5/20/22 10:22 AM
23976,5/24/22 8:29 AM
16907,5/21/22 8:55 PM
15440,5/19/22 9:52 AM
14282,5/22/22 4:03 PM
18585,5/23/22 8:46 PM
15586,5/21/22 8:18 PM
27079,5/22/22 12:16 AM
22073,5/23/22 4:52 PM
14319,5/21/22 6:07 AM
11908,5/24/22 5:07 AM
22878,5/19/22 11:51 AM
24398,5/20/22 5:28 AM
26755,5/24/22 7:59 AM
15859,5/19/22 3:39 AM
29122,5/21/22 11:23 AM
23146,5/23/22 6:05 PM
25343,5/23/22 12:27 AM
17192,5/19/22 4:08 PM
25409,5/23/22 9:15 PM
15631,5/23/22 4:21 PM
14558,5/23/22 8:43 AM
12080,5/21/22 9:56 PM
14763,5/22/22 5:02 PM
23441,5/24/22 6:11 AM
16406,5/22/22 10:59 PM
24430,5/22/22 3:33 PM
14540,5/22/22 11:02 PM
13490,5/20/22 12:18 PM
24195,5/24/22 2:21 AM
17445,5/20/22 8:43 AM
28054,5/19/22 3:29 PM
11731,5/20/22 1:23 PM
12979,5/21/22 12:50 PM
25193,5/22/22 8:25 PM
18602,5/24/22 8:28 PM
11896,5/22/22 1:43 AM
14889,5/24/22 11:47 AM
20086,5/25/22 6:55 PM
18575,5/21/22 1:52 PM
11365,5/19/22 3:18 PM
18906,5/20/22 4:04 AM
28113,5/20/22 8:03 AM
28371,5/20/22 8:11 PM
12964,5/22/22 1:06 PM
16194,5/22/22 5:50 PM
16774,5/24/22 1:24 PM
28957,5/22/22 10:47 PM
16573,5/22/22 4:56 AM
24321,5/25/22 1:36 PM
22960,5/20/22 8:46 AM
13455,5/21/22 2:24 PM
25761,5/25/22 5:59 AM
18607,5/22/22 10:41 PM
13120,5/19/22 6:09 PM
15938,5/24/22 12:37 PM
28784,5/21/22 9:50 AM
19223,5/21/22 5:13 AM
14289,5/25/22 6:27 PM
26538,5/22/22 10:21 PM
11853,5/24/22 7:54 AM
23492,5/19/22 8:41 PM
14471,5/21/22 9:04 AM
19010,5/24/22 9:01 AM
12106,5/19/22 8:53 PM
24125,5/23/22 6:16 AM
17656,5/23/22 2:05 AM
20989,5/20/22 2:56 PM
16561,5/21/22 5:05 PM
21608,5/19/22 7:52 PM
11290,5/22/22 8:39 PM
18715,5/25/22 12:15 PM
22890,5/25/22 10:04 PM
25240,5/25/22 5:30 PM
17526,5/19/22 11:51 AM
24453,5/22/22 5:28 PM
18776,5/19/22 8:20 AM
24167,5/24/22 8:26 AM
15324,5/21/22 8:43 PM
27319,5/25/22 11:10 AM
11820,5/24/22 11:35 PM
14156,5/20/22 7:01 AM
11671,5/21/22 9:39 AM
22998,5/23/22 8:16 AM
11497,5/21/22 1:20 PM
27749,5/22/22 10:54 PM
11153,5/19/22 2:12 AM
25873,5/21/22 12:04 AM
26493,5/19/22 9:47 PM
21776,5/19/22 7:31 PM
13282,5/23/22 5:52 PM
14556,5/25/22 8:46 AM
21245,5/22/22 2:50 AM
17473,5/25/22 11:45 PM
24437,5/20/22 5:01 AM
11640,5/21/22 4:16 PM
20055,5/22/22 1:17 PM
15326,5/23/22 7:23 PM
13378,5/20/22 2:07 PM
26808,5/23/22 6:07 PM
12988,5/19/22 2:52 AM
22100,5/25/22 5:31 AM
13777,5/20/22 11:18 AM
17858,5/24/22 11:44 AM
16694,5/24/22 10:32 PM
19110,5/25/22 4:15 AM
24293,5/21/22 11:46 AM
21474,5/21/22 5:58 AM
24757,5/24/22 6:08 AM
23286,5/20/22 6:46 PM
12907,5/23/22 6:32 AM
16283,5/23/22 2:06 PM
15593,5/19/22 10:26 AM
12965,5/25/22 6:51 AM
13897,5/23/22 11:43 AM
17966,5/25/22 1:14 AM
16202,5/21/22 12:07 PM
12760,5/19/22 2:33 AM
19808,5/24/22 3:30 PM
20751,5/23/22 5:45 PM
21017,5/19/22 12:03 AM
11398,5/23/22 7:28 AM
28675,5/23/22 6:09 AM
18336,5/22/22 7:48 AM
14249,5/20/22 9:57 PM
25566,5/24/22 3:47 PM
21368,5/22/22 6:22 AM
15554,5/19/22 2:58 PM
26007,5/20/22 1:17 AM
17066,5/19/22 1:32 AM
13081,5/19/22 10:26 PM
18663,5/24/22 9:21 AM
25390,5/21/22 1:25 AM
18205,5/24/22 1:12 PM
21509,5/25/22 3:52 AM
25340,5/21/22 12:10 PM
24015,5/19/22 11:49 PM
26934,5/25/22 6:04 AM
25501,5/22/22 1:23 PM
25171,5/20/22 5:03 PM
11695,5/20/22 6:27 AM
19933,5/21/22 11:12 PM
19896,5/21/22 8:51 AM
23500,5/24/22 5:39 AM
17423,5/23/22 5:47 AM
11665,5/23/22 8:06 PM
23175,5/24/22 3:01 PM
11037,5/22/22 6:07 PM
25669,5/19/22 4:44 AM
13506,5/23/22 1:48 AM
24292,5/25/22 3:29 PM
18044,5/23/22 6:02 PM
14637,5/22/22 7:35 AM
24343,5/22/22 3:17 AM
17691,5/24/22 4:56 PM
19134,5/21/22 5:24 PM
15077,5/24/22 3:06 AM
17097,5/20/22 12:28 PM
21691,5/20/22 4:57 PM
17665,5/25/22 10:40 AM
25036,5/25/22 2:23 PM
13296,5/22/22 8:23 AM
25578,5/22/22 9:24 AM
20545,5/23/22 10:41 AM
29090,5/19/22 10:35 PM
13353,5/19/22 9:36 PM
18434,5/21/22 11:43 AM
23507,5/22/22 7:22 AM
11178,5/19/22 2:51 AM
17456,5/20/22 9:11 AM
20026,5/24/22 6:59 AM
18448,5/21/22 10:08 PM
14209,5/25/22 6:12 PM
16666,5/25/22 4:29 AM
23452,5/24/22 11:10 AM
18231,5/19/22 9:18 AM
20900,5/24/22 9:48 AM
17430,5/22/22 5:30 PM
19526,5/25/22 8:10 PM
28474,5/21/22 4:16 PM
11140,5/22/22 6:59 PM
21241,5/22/22 12:23 PM
22136,5/22/22 9:13 PM
19651,5/24/22 4:18 PM
20184,5/20/22 2:18 AM
18401,5/21/22 5:48 AM
22860,5/23/22 9:33 AM
22263,5/19/22 8:02 AM
18625,5/20/22 10:38 PM
15296,5/23/22 10:44 PM
17301,5/25/22 10:45 AM
13749,5/20/22 4:41 AM
28618,5/24/22 12:15 AM
12250,5/19/22 11:11 AM
19401,5/20/22 4:46 PM
29368,5/21/22 10:37 AM
23225,5/22/22 1:34 PM
11199,5/19/22 1:14 PM
22927,5/20/22 6:09 AM
28224,5/22/22 6:31 AM
23510,5/21/22 5:04 PM
13308,5/21/22 3:05 AM
26200,5/20/22 2:53 PM
19120,5/19/22 2:47 AM
22065,5/21/22 7:45 PM
24656,5/24/22 5:35 PM
23551,5/19/22 4:07 PM
14431,5/23/22 6:24 PM
26740,5/23/22 12:34 AM
19574,5/20/22 10:56 AM
25088,5/22/22 4:39 AM
13035,5/22/22 2:52 AM
17455,5/20/22 10:45 AM
26163,5/19/22 4:47 AM
15186,5/23/22 12:16 AM
14278,5/24/22 5:41 PM
24796,5/20/22 11:32 PM
18456,5/19/22 3:49 AM
26609,5/21/22 8:48 PM
28043,5/23/22 8:21 AM
21374,5/19/22 10:01 AM
23515,5/21/22 5:12 PM
21460,5/21/22 3:24 PM
27493,5/20/22 12:39 AM
13709,5/22/22 11:58 AM
21404,5/21/22 5:46 PM
23279,5/19/22 1:26 AM
21246,5/19/22 4:38 PM
25408,5/21/22 6:04 AM
15280,5/19/22 6:59 AM
26876,5/19/22 3:21 AM
24256,5/19/22 4:53 PM
20617,5/21/22 8:35 PM
19190,5/23/22 12:20 PM
18402,5/23/22 12:23 AM
22086,5/25/22 2:13 AM
12859,5/23/22 10:13 AM
23496,5/24/22 2:12 PM
27381,5/24/22 5:31 AM
20369,5/24/22 3:12 PM
27074,5/22/22 9:57 PM
28814,5/22/22 1:44 PM
11777,5/23/22 3:04 AM
21554,5/22/22 9:27 PM
26256,5/24/22 8:59 PM
24740,5/23/22 10:29 PM
12133,5/23/22 12:43 AM
20864,5/22/22 7:43 PM
15590,5/24/22 5:09 AM
12348,5/20/22 12:57 PM
22211,5/22/22 4:21 PM
22034,5/19/22 9:42 AM
28925,5/23/22 1:39 AM
15744,5/19/22 7:37 PM
12085,5/23/22 1:16 AM
27967,5/25/22 9:08 AM
18177,5/25/22 3:39 PM
23373,5/20/22 8:49 AM
16354,5/23/22 7:50 PM
15125,5/24/22 2:34 AM
19096,5/25/22 10:09 PM
14579,5/19/22 6:35 PM
26020,5/25/22 9:06 AM
16107,5/22/22 5:29 PM
